stock_id,score
601318,0.010773064781701959
601601,0.009337054345164852
002558,0.008072833174833443
300418,0.007862556588803441
000001,0.007697070995458152
601398,0.007697070995458152
601229,0.007697070995458152
601328,0.007697070995458152
002142,0.007697070995458152
601988,0.007697070995458152
601825,0.007697070995458152
601818,0.007697070995458152
601939,0.007697070995458152
601169,0.007697070995458152
601077,0.007697070995458152
600926,0.007697070995458152
600000,0.007697070995458152
600016,0.007697070995458152
600036,0.007697070995458152
600015,0.007697070995458152
601658,0.007697070995458152
601166,0.007616645956018968
601998,0.007616645956018968
601288,0.007368400777766178
601689,0.007175812207921685
601919,0.006725252189212984
601816,0.006725252189212984
600028,0.006361252366591475
000895,0.006298235640457835
002311,0.006298235640457835
600600,0.006298235640457835
600519,0.006217810601018651
601211,0.006115290181992859
601088,0.0060325821488995
002837,0.005922714372373429
300433,0.005815410359912729
600362,0.005806605599346795
601728,0.005711970356666059
600941,0.005711970356666059
002625,0.005610925945273112
600085,0.005544399007439605
600023,0.005538342077529402
600426,0.00551796137566458
000425,0.005477063826067229
000708,0.005451739911731909
000408,0.005340090995439116
000792,0.005340090995439116
002415,0.005269919531346124
300274,0.005266787240037227
600674,0.00495293554082675
600025,0.00495293554082675
600309,0.004942630498833357
000999,0.004878567431297769
000538,0.004878567431297769
600900,0.004872510501387566
601766,0.004806310017297829
688009,0.004797067928022421
600031,0.004790502713244726
688082,0.0047839681655071605
002493,0.004715804232403073
300999,0.0047072127377171345
000568,0.0047072127377171345
000166,0.004695250963744018
600918,0.004695250963744018
601021,0.0045938621366347614
688521,0.004589923633301316
688396,0.004589923633301316
002236,0.004589923633301316
301269,0.004589923633301316
688047,0.004589923633301316
300803,0.004589923633301316
600372,0.004586791341992419
601669,0.004586791341992419
601117,0.004579483750867545
601390,0.004579483750867545
601618,0.004579483750867545
600009,0.004579483750867545
600760,0.004577932129797913
600030,0.004492045172356358
600061,0.004492045172356358
601059,0.004492045172356358
601136,0.004492045172356358
600958,0.004492045172356358
002736,0.004492045172356358
601456,0.004492045172356358
601881,0.004492045172356358
601878,0.004492045172356358
601377,0.004492045172356358
601788,0.004492045172356358
600150,0.004474804493122537
000977,0.0044502337018210636
600018,0.004434541435933731
601800,0.004434541435933731
600019,0.004372169020256013
605499,0.004344686245628444
688012,0.004327857803149269
002371,0.004327857803149269
600905,0.00424464453724199
001965,0.004235848538720485
601018,0.004235848538720485
002352,0.004235848538720485
601186,0.004235848538720485
601100,0.004235848538720485
601668,0.004155423499281301
002304,0.004145993348415198
000858,0.004145993348415198
600887,0.004065568308976014
603986,0.004014850509492933
600585,0.00397239577378255
300015,0.0039312463493200115
300122,0.0039312463493200115
600233,0.003914650260825322
000063,0.003910670867895357
600522,0.003910670867895357
300394,0.00384164168619212
601006,0.0038360752922470213
000938,0.0036486050377433107
600276,0.0036244264571920616
002532,0.0036088179701890487
603296,0.003509599970137794
600050,0.003479303025184239
300832,0.00346085785886887
600741,0.003434203073043602
000625,0.003434203073043602
688981,0.003296415608743702
600845,0.003296415608743702
688036,0.003296415608743702
688111,0.003296415608743702
688041,0.003296415608743702
603369,0.003296415608743702
603501,0.003296415608743702
600176,0.0032941849070715792
000807,0.0032941849070715792
601985,0.0032929925814750407
003816,0.0032929925814750407
601607,0.003256757947310499
603259,0.0031750008312904777
688271,0.00315314384657021
002230,0.0030932098173560413
300033,0.0030932098173560413
600803,0.0029631288105853968
300760,0.002896401696445619
688506,0.002896401696445619
000651,0.0028729836837416665
601058,0.0028729836837416665
600886,0.002800693248784117
600690,0.0027925586443024826
002463,0.002766589755267318
688183,0.002766589755267318
600795,0.002720268209344933
002027,0.0026171628433377422
300413,0.0026171628433377422
600048,0.0025877905155371364
001979,0.0025877905155371364
002600,0.0025324318008324866
002602,0.0024139570519500814
