stock_id,score,return
600023,2.409781,0.03839122486288858
601668,2.352273,0.021912350597609535
601018,2.182149,0.014184397163120477
601818,2.1755333,0.027863777089783204
601186,2.1187377,0.023545706371191067
601766,2.1036785,0.030351437699680524
601816,2.0744624,0.007920792079208002
600019,2.0172844,0.008522727272727244
600900,1.9886105,0.012518409425625881
601658,1.9656934,0.014056224899598417
601919,1.9494277,-0.012484394506866305
601838,1.9264485,0.01718009478672989
601800,1.8858883,0.023514851485148505
600919,1.8830602,0.0123927550047665
600018,1.8597609,0.021568627450980263
601728,1.8596157,0.008431703204047226
601916,1.8468434,0.026578073089701015
601398,1.8428223,0.011299435028248518
601077,1.8425797,0.036036036036036036
601939,1.8348986,0.015624999999999972
601328,1.7436262,0.010401188707280915
601169,1.7333583,0.014842300556586318
600674,1.7243959,0.06139777922926193
003816,1.7174124,0.04556354916067149
600025,1.6979783,0.027184466019417496
600905,1.6734048,0.04662004662004657
001965,1.6632525,0.03654822335025374
601006,1.6622664,0.04238921001926776
001391,1.6546578,-0.008726003490401424
601988,1.6500055,0.0
600377,1.6369344,0.022167487684728978
601236,1.6109552,0.0012658227848101145
300498,1.5982507,0.04886769964243132
000876,1.597108,0.006764374295377658
600050,1.5658852,0.018292682926829288
600600,1.5495044,0.015647685110501713
600941,1.5278634,0.011331444759206706
603195,1.521557,0.026117647058823558
601166,1.4906079,0.021739130434782646
600036,1.4777434,0.014395886889460145
002311,1.4619706,0.01813285457809697
600011,1.44038,0.054376657824933596
600015,1.4184676,0.026277372262773768
600918,1.3705057,0.009693053311793202
601059,1.3500547,0.0011520737327189734
601998,1.3334159,0.02213001383125866
601390,1.325301,0.012027491408934783
600085,1.308475,0.006711409395973121
601868,1.3069831,0.28813559322033916
601288,1.3057563,-0.00598802395209577
600016,1.300013,0.03367875647668383
600886,1.247897,0.08453757225433527
600000,1.2166661,0.03357070193285861
601618,1.2141644,0.05111821086261995
603369,1.2037052,-0.0020526855969893124
600104,1.1950895,0.025714285714285728
601878,1.1542504,0.01079489695780175
601881,1.1376778,0.003571428571428558
601607,1.1096002,0.008206330597889812
601995,1.1073076,0.0005866823115282868
600926,1.0627027,0.03349573690621187
601009,1.0366327,-0.0026785714285714793
300832,1.0161611,-0.011215296929582586
000166,1.0107449,0.018556701030927856
002352,1.0004832,0.017222525970475626
600795,0.99800074,0.043650793650793614
001979,0.9829406,-0.0031413612565445565
601825,0.9691766,0.01289566236811261
600048,0.9485625,0.0015576323987538982
600233,0.9446913,0.03926701570680621
603993,0.93211657,-0.03791469194312802
600161,0.91060454,0.014538558786346464
300979,0.8991771,0.022790202342917964
601229,0.8559504,0.0030927835051545224
605499,0.8371366,-0.034261241970021436
300760,0.8326812,-0.005515320334261851
002027,0.8185799,0.018045112781954913
603392,0.80592275,0.02141935483870963
601985,0.80437595,0.03733031674208141
601788,0.79172844,0.010018785222291833
600585,0.7811463,0.023637820512820432
000963,0.77026486,0.004903374675511829
601899,0.76970327,0.007514611745059803
603288,0.7467308,0.005981511691136423
601633,0.7385642,0.02487562189054725
600010,0.6875159,-0.023333333333333376
300394,0.6542787,0.05356153219233903
300999,0.6177794,0.01864801864801862
603986,0.61420727,-0.008131868131868192
000002,0.6021708,0.0
600009,0.5939293,-0.0037453183520599256
300502,0.58807695,-0.01794736842105261
601901,0.5880729,0.006821282401091392
600030,0.54723376,-0.010765090349865346
601127,0.5455479,0.005050505050505019
601136,0.5420793,0.011560693641618507
002304,0.54143155,-0.002544529262086383
000895,0.5375866,0.02207505518763802
601857,0.5158542,-0.08605341246290812
000333,0.4825921,0.016109863990492558
601669,0.4744432,0.16415410385259624
000725,0.45374656,0.0208816705336427
600027,0.44836366,0.042307692307692456
002714,0.44005266,0.018145161290322547
000630,0.43335968,-0.020689655172413928
300308,0.42588505,0.012305325898865573
601298,0.42474708,-0.01069518716577531
601117,0.41638237,0.04726890756302535
000625,0.40945536,0.0009259259259259362
688506,0.4089626,-0.0022570728100558077
002028,0.38795418,-0.06887125220458551
600958,0.38039067,0.0072016460905349146
601225,0.3764055,0.022605363984674356
000617,0.35056096,-0.024864864864864823
601066,0.3493674,0.0013089005235602889
600522,0.31971514,0.13500189609404634
002422,0.31427315,0.013715710723191991
601600,0.30848202,0.027972027972027958
600930,0.28608432,0.05766062602965406
